Name,Percent_Red,Is_Sick
219,0.0009830884916539793,0
220,0.0003663265276385994,0
221,0.0012415583522147702,0
222,0.0009940662812048234,0
223,0.0004895164176473945,0
224,0.001989758480228144,0
225,0.001884017711224393,0
226,0.0007182075843994802,0
227,0.0001819780935415425,0
228,0.0015818179887642928,0
229,0.0006650033018583637,0
230,0.0019215465804758739,0
231,0.0003917317766075674,0
232,0.0017292803910205822,0
233,0.0018983023941762085,0
234,0.0016435086598482742,0
235,0.00097336634976416,0
236,0.0005640583308149643,0
237,0.0006693458955892602,0
238,0.00030313756821122897,0
239,0.00011882404316806427,0
240,0.00043360866999416614,0
241,0.001237239268527571,0
242,0.0008758854816732508,0
243,0.0012425452239704004,0
244,0.001876613895337168,0
245,0.0003053145208862671,0
246,0.001518277248202403,0
247,0.001723588987987252,0
248,0.0010503779196256858,0
249,0.0011303083321667123,0
250,0.0006371733176274474,0
251,0.0007845979236310047,0
252,0.0016888059157432278,0
253,0.0016951724118448525,0
254,0.001524727431734447,0
255,0.0005610133189212651,0
256,0.0017986221679027524,0
257,0.0012022767762206214,0
258,0.0011352199227232184,0
259,2.6658813125840953e-05,0
260,0.0011217330945089167,0
261,0.0008392682227552353,0
262,0.001864568187202895,0
263,0.0006877058523367079,0
264,0.0010563796560165263,0
265,0.0015015163868284285,0
266,0.0015478646407027933,0
267,0.0013118971474573556,0
268,0.0006340600748604452,0
269,0.0009971181388625863,0
270,0.0009698595208049267,0
271,0.00047301866158330964,0
272,0.0008906412714615135,0
273,0.00021716275230225014,0
274,0.0009250366742468603,0
275,0.001078360988342514,0
276,0.0014111449652265213,0
277,0.0006751179311293307,0
278,0.0016966128299145682,0
279,0.00033807716261852796,0
280,0.0013406995268146022,0
281,0.0014863399437296232,0
282,0.0004579323682579239,0
283,0.0011148702553582625,0
284,0.00046804409502093256,0
285,0.0016946073212741482,0
286,0.0009381682320932787,0
287,6.296213854024457e-05,0
288,0.0017033502674262603,0
289,0.0006494955541182801,0
290,0.001745287028323584,0
291,0.0006375239170633633,0
292,0.00016519058901639537,0
293,0.0017444108191066261,0
294,0.0005782273517567252,0
295,0.0014489891945026977,0
296,0.0014331333359720738,0
297,0.0009306982948635922,0
298,0.0016424040436863933,0
299,0.0009683530046042314,0
300,0.0008597944206215787,0
301,0.00019012093077439406,0
302,0.0004220913869879348,0
303,0.0003978308780147246,0
304,0.0004471171653544974,0
305,0.000911638035989401,0
306,0.0006351921327231622,0
307,0.001599814801809379,0
308,0.0006406788631166067,0
309,0.0013638007671283663,0
310,0.00169519085365004,0
311,0.0007032160532472787,0
312,0.0011155240460597518,0
313,0.00010038771225337007,0
314,0.00026217050117419594,0
315,0.00045203603635667647,0
316,0.001993975411936021,0
317,0.0018652296152099398,0
318,0.0007343690292248346,0
319,0.0014817146242226697,0
320,0.0004550686612499113,0
321,4.2295012473311244e-05,0
322,0.0008709377245165642,0
323,0.0016799972698515401,0
324,0.00036548518176520985,0
325,4.5219398339197966e-05,0
326,0.0007299464482152846,0
327,0.0001993133199032593,0
328,0.00030826301263276856,0
329,0.0002914512402687195,0
330,0.0009305181156699507,0
331,5.2219012598239356e-05,0
332,0.0003200707026426455,0
333,0.0009853057455456904,0
334,0.0006473928254374135,0
335,0.0003389412183687368,0
336,0.0009830046031970186,0
337,0.0011685366443146192,0
338,0.0005205289193206967,0
339,0.0018407559641786693,0
340,0.001073266623257701,0
341,0.0001192769893359562,0
342,0.0005919456378356647,0
343,0.00043904048152623455,0
344,0.0008611803505886156,0
345,0.0014738841199966465,0
346,0.0015387281130851394,0
347,0.001193681255698905,0
348,0.0016803483418669821,0
349,0.0017209455938324253,0
350,0.0017538098877590523,0
351,0.001971971607646805,0
352,0.0008722650624120208,0
353,0.0019954100200261816,0
354,0.0003341676504383049,0
355,0.001789792739654202,0
356,0.00112474919757914,0
357,0.0004642109267876782,0
358,0.00017932740286055314,0
359,0.0005663524524264081,0
360,0.0013741749073902924,0
361,0.0001545355235161212,0
362,0.0012498148324540943,0
363,6.803151777858685e-05,0
364,0.00030846537697587137,0
365,6.91558981687217e-05,0
366,0.0019637599924478377,0
367,0.0008753535593754491,0
368,0.0008609116156098246,0
369,0.0017976877675971168,0
370,0.0009663457247633578,0
371,0.0005000332926084074,0
372,0.001425702566732904,0
373,0.0013105026075181923,0
374,0.0004962949443946229,0
375,0.001963168587551683,0
376,0.0003628745405716838,0
377,0.0008867797261705657,0
378,0.0016593548705745823,0
379,0.001725837204260178,0
380,0.0018844078142180294,0
381,0.0017751499035656912,0
382,0.0006138652948143211,0
383,0.0008143103652446102,0
384,0.0002200310243344823,0
385,0.0006258552244957536,0
386,0.0007692520394504696,0
387,8.372398733235431e-05,0
388,0.0019841971682396874,0
389,0.001126597606910533,0
390,0.0019793270352295245,0
391,0.001393266225315561,0
392,0.0012893420423416163,0
393,0.0016668786202667274,0
394,0.0009363613496821914,0
395,0.0006952362511252898,0
396,0.000437624843164119,0
397,0.0017210038439970006,0
398,0.0009691662084985733,0
399,0.0006740428011623865,0
400,0.0008584356650853513,0
401,0.0014061558943138754,0
402,0.0010111041896602273,0
403,0.0008549251078687439,0
404,8.221969503471981e-06,0
405,0.00017241381490714413,0
406,0.0012082636134187468,0
407,0.0007813627404973287,0
408,7.308552120735535e-05,0
409,0.0009149559688949429,0
410,0.0001632812786965725,0
411,0.00028039058948597684,0
412,0.0003732046620699658,0
413,0.0011459290909159577,0
414,0.0011315580575159661,0
415,0.0010230198519279921,0
416,0.0016333953017185117,0
417,5.849717007496502e-05,0
418,0.0004048999159953952,0
419,0.00037365254777055323,0
420,3.926985868508348e-05,0
421,0.0008152348723582869,0
422,0.0016971904458681526,0
423,0.0019859012695775816,0
424,0.0013467478695952965,0
425,0.0012156195918053257,0
426,0.001470863999149288,0
427,0.0002604303821129761,0
428,0.000495617384213261,0
429,0.00021491395516620428,0
430,0.0008419002505327237,0
431,0.0015203754018543794,0
432,0.0013529232498278704,0
433,0.0009744479957197143,0
434,0.0010140159393933965,0
435,0.0017141487385045728,0
436,0.0016455023688895936,0
437,0.0018796444479756722,0
438,0.0008194023252300937,0
439,0.0009085650736415594,0
440,0.001905363307252687,0
441,0.0014553071972463183,0
442,0.000908472343547234,0
443,0.0004359742950598895,0
444,0.001698955621148594,0
445,0.0013310644056168974,0
446,0.0002532965254535544,0
447,0.0019287965061593683,0
448,0.0010817300947659142,0
449,0.00038699758646381044,0
450,0.0014872133891455973,0
451,0.00023258411654912135,0
452,0.0006685558214229234,0
453,0.0012199481936217102,0
454,0.0014073563956707774,0
455,0.0004804929218856204,0
456,0.0018843226073906707,0
457,0.0005369070302663468,0
458,0.0017706934896363634,0
459,0.00012042913980918147,0
460,0.00010732017303724595,0
461,0.001263481783954636,0
462,0.0001685555253724884,0
463,0.0015905591218317102,0
464,0.0004631671543412175,0
465,0.0005273319671959795,0
466,0.0013609411883227947,0
467,0.0009095152349313884,0
468,0.0007532486204110413,0
469,0.001929891919852289,0
470,0.00011632552702918098,0
471,0.0005259020861163692,0
472,0.0007005509982518643,0
473,0.0009562447835424988,0
474,0.0005382539439841121,0
475,0.0009396407032104903,0
476,0.0009851154777059357,0
477,0.00022029913326165684,0
478,0.0006259017169285199,0
479,0.001075166965472851,0
480,0.0012041723762634129,0
481,0.00036307492383657914,0
482,0.00043639651127153555,0
483,0.0011967406522587942,0
484,0.0011173647723443567,0
485,0.0018152393122750194,0
486,0.0009500728573952244,0
487,0.0008478723852773867,0
488,0.001820321792823068,0
489,0.0014089823065494848,0
490,0.0007654855598515174,0
491,0.0010157372376443403,0
492,0.0009905686911328795,0
493,0.00043235413778370835,0
494,0.00024791784150982645,0
495,0.00015937049975466987,0
496,0.0003574579154488973,0
497,0.0008872164012860888,0
498,0.00114500118412333,0
499,0.0013702783139400666,0
500,0.0016046420093311787,0
501,0.001605949194517712,0
502,0.0014685310544424572,0
503,0.00015050635397852942,0
504,0.0019358415836822755,0
505,0.0008893501023952124,0
506,0.0019303260409417637,0
507,0.0011898921750351527,0
508,0.001297660629304901,0
509,0.0011867308738336825,0
510,0.000631898208318394,0
511,0.001283987736967652,0
512,0.0012579219254999,0
513,0.0009632527827375561,0
514,0.0011213571027376007,0
515,0.0018794487887971757,0
516,0.001336592730936783,0
517,0.0008021798060799472,0
518,0.0008368488461523633,0
519,0.00167124580724317,0
520,0.0016149823391921256,0
521,0.001667681240629522,0
522,0.0006573988001781397,0
523,3.38865461914728e-05,0
524,0.0011943049360624645,0
525,0.0017370208859701453,0
526,0.0006406365798243859,0
527,0.0010190182923366944,0
528,0.0003173671193138201,0
529,0.0017045303973908972,0
530,0.0006509165255710918,0
531,0.00114287223083488,0
532,0.00043387543244213946,0
533,0.0010722893580108813,0
534,0.0008109835228798597,0
535,0.0016567518525344859,0
536,0.0016664634220067995,0
537,0.001494888883307004,0
538,0.0015659857745743912,0
539,0.0014549148710824751,0
540,0.001082255235941358,0
541,0.0005854188673020368,0
542,0.0005300331605083752,0
543,0.001898796243195834,0
544,0.0019938188582181286,0
545,0.0019375619765980437,0
546,0.0011626834072156465,0
547,0.0016261030345410626,0
548,0.001525888880291816,0
549,0.001574763591041818,0
550,0.001172988691311672,0
551,0.001436863445596097,0
552,0.0007249488739296723,0
553,0.001961915616649287,0
554,0.00018535101544421307,0
555,0.0016753585350937931,0
556,0.0015512017142274223,0
557,3.1528622016054887e-06,0
558,0.0016643881668866216,0
559,0.001927506207803377,0
560,0.0016441651263670294,0
561,0.0019725042966320066,0
562,0.0008563191881898089,0
563,0.001240772737658671,0
564,0.0018769684270973524,0
565,0.0013432386383697087,0
566,0.001069365045497176,0
567,0.0006093472749386644,0
568,5.8266397391856015e-05,0
569,0.0007013189853385234,0
570,0.0007026039283685772,0
571,0.0011471768929456234,0
572,0.0016992659380038256,0
573,0.0016862798999722408,0
574,0.0002134450956899072,0
575,0.00013549095173200044,0
